participant,condition,stimulation_type,ruler_position,distance,answer
17,hand,SP,0.15,0.2,42.0
17,hand,SP,0.24,0.11,33.0
17,hand,SP,0.27,0.07999998,31.0
17,hand,SP,0.18,0.17,39.0
17,hand,SP,0.21,0.14,36.0
17,hand,SP,0.33,0.01999998,23.0
17,hand,SP,0.15,0.2,42.0
17,hand,SP,0.21,0.14,36.0
17,hand,SP,0.12,0.23,46.0
17,hand,SP,0.3,0.04999998,26.0
17,hand,DP,0.27,0.07999998,31.0
17,hand,DP,0.12,0.23,46.0
17,hand,DP,0.24,0.11,33.0
17,hand,DP,0.3,0.04999998,26.0
17,hand,DP,0.21,0.14,35.0
17,hand,DP,0.12,0.23,44.0
17,hand,DP,0.15,0.2,40.0
17,hand,DP,0.24,0.11,31.0
17,hand,DP,0.3,0.04999998,24.0
17,hand,DP,0.21,0.14,34.0
18,cube,OV,0.3,0.04999998,19.0
18,cube,OV,0.18,0.17,27.0
18,cube,OV,0.21,0.14,25.0
18,cube,OV,0.24,0.11,23.0
18,cube,OV,0.15,0.2,35.0
18,cube,OV,0.12,0.23,34.0
18,cube,OV,0.3,0.04999998,15.0
18,cube,OV,0.15,0.2,28.0
18,cube,OV,0.21,0.14,24.0
18,cube,OV,0.27,0.07999998,18.0
18,cube,OT,0.27,0.07999998,20.0
18,cube,OT,0.21,0.14,25.0
18,cube,OT,0.24,0.11,22.0
18,cube,OT,0.3,0.04999998,17.0
18,cube,OT,0.18,0.17,28.0
18,cube,OT,0.12,0.23,33.0
18,cube,OT,0.24,0.11,22.0
18,cube,OT,0.33,0.01999998,13.0
18,cube,OT,0.18,0.17,26.0
18,cube,OT,0.3,0.04999998,17.0
18,cube,SP,0.15,0.2,33.0
18,cube,SP,0.33,0.01999998,16.0
18,cube,SP,0.18,0.17,34.0
18,cube,SP,0.3,0.04999998,18.0
18,cube,SP,0.21,0.14,28.0
18,cube,SP,0.33,0.01999998,18.0
18,cube,SP,0.27,0.07999998,23.0
18,cube,SP,0.24,0.11,26.0
18,cube,SP,0.12,0.23,36.0
18,cube,SP,0.3,0.04999998,19.0
18,cube,DP,0.21,0.14,26.0
18,cube,DP,0.15,0.2,31.0
18,cube,DP,0.18,0.17,28.0
18,cube,DP,0.24,0.11,21.0
18,cube,DP,0.33,0.01999998,15.0
18,cube,DP,0.12,0.23,32.0
18,cube,DP,0.18,0.17,29.0
18,cube,DP,0.33,0.01999998,14.0
18,cube,DP,0.24,0.11,21.0
18,cube,DP,0.21,0.14,24.0
18,hand,OV,0.12,0.23,36.0
18,hand,OV,0.3,0.04999998,19.0
18,hand,OV,0.21,0.14,28.0
18,hand,OV,0.27,0.07999998,23.0
18,hand,OV,0.18,0.17,31.0
18,hand,OV,0.3,0.04999998,16.0
18,hand,OV,0.18,0.17,27.0
18,hand,OV,0.12,0.23,31.0
18,hand,OV,0.21,0.14,25.0
18,hand,OV,0.27,0.07999998,19.0
18,hand,OT,0.33,0.01999998,16.0
18,hand,OT,0.27,0.07999998,20.0
18,hand,OT,0.24,0.11,24.0
18,hand,OT,0.18,0.17,29.0
18,hand,OT,0.15,0.2,34.0
18,hand,OT,0.33,0.01999998,17.0
18,hand,OT,0.15,0.2,33.0
18,hand,OT,0.12,0.23,36.0
18,hand,OT,0.21,0.14,28.0
18,hand,OT,0.18,0.17,31.0
18,hand,SP,0.15,0.2,39.0
18,hand,SP,0.18,0.17,33.0
18,hand,SP,0.12,0.23,39.0
18,hand,SP,0.27,0.07999998,24.0
18,hand,SP,0.24,0.11,29.0
18,hand,SP,0.3,0.04999998,21.0
18,hand,SP,0.15,0.2,35.0
18,hand,SP,0.24,0.11,27.0
18,hand,SP,0.21,0.14,29.0
18,hand,SP,0.33,0.01999998,17.0
18,hand,DP,0.3,0.04999998,19.0
18,hand,DP,0.33,0.01999998,17.0
18,hand,DP,0.24,0.11,24.0
18,hand,DP,0.21,0.14,27.0
18,hand,DP,0.12,0.23,34.0
18,hand,DP,0.27,0.07999998,20.0
18,hand,DP,0.33,0.01999998,14.0
18,hand,DP,0.24,0.11,23.0
18,hand,DP,0.18,0.17,29.0
18,hand,DP,0.21,0.14,27.0
19,cube,OV,0.12,0.23,42.0
19,cube,OV,0.24,0.11,34.0
19,cube,OV,0.33,0.01999998,24.0
19,cube,OV,0.15,0.2,41.0
19,cube,OV,0.18,0.17,39.0
19,cube,OV,0.3,0.04999998,23.0
19,cube,OV,0.33,0.01999998,20.0
19,cube,OV,0.12,0.23,41.0
19,cube,OV,0.27,0.07999998,28.0
19,cube,OV,0.24,0.11,30.0
19,cube,OT,0.3,0.04999998,32.0
19,cube,OT,0.21,0.14,38.0
19,cube,OT,0.18,0.17,39.0
19,cube,OT,0.27,0.07999998,33.0
19,cube,OT,0.15,0.2,43.0
19,cube,OT,0.12,0.23,47.0
19,cube,OT,0.21,0.14,40.0
19,cube,OT,0.33,0.01999998,29.0
19,cube,OT,0.3,0.04999998,28.0
19,cube,OT,0.27,0.07999998,31.0
19,cube,SP,0.33,0.01999998,24.0
19,cube,SP,0.24,0.11,31.0
19,cube,SP,0.15,0.2,41.0
19,cube,SP,0.27,0.07999998,30.0
19,cube,SP,0.3,0.04999998,28.0
19,cube,SP,0.3,0.04999998,21.0
19,cube,SP,0.18,0.17,32.0
19,cube,SP,0.33,0.01999998,19.0
19,cube,SP,0.27,0.07999998,25.0
19,cube,SP,0.15,0.2,37.0
19,cube,DP,0.27,0.07999998,32.0
19,cube,DP,0.15,0.2,45.0
19,cube,DP,0.21,0.14,38.0
19,cube,DP,0.3,0.04999998,33.0
19,cube,DP,0.12,0.23,48.0
19,cube,DP,0.18,0.17,36.0
19,cube,DP,0.21,0.14,35.0
19,cube,DP,0.33,0.01999998,25.0
19,cube,DP,0.24,0.11,35.0
19,cube,DP,0.12,0.23,45.0
19,hand,OV,0.15,0.2,44.0
19,hand,OV,0.21,0.14,38.0
19,hand,OV,0.33,0.01999998,29.0
19,hand,OV,0.3,0.04999998,31.0
19,hand,OV,0.24,0.11,37.0
19,hand,OV,0.21,0.14,37.0
19,hand,OV,0.18,0.17,40.0
19,hand,OV,0.27,0.07999998,32.0
19,hand,OV,0.33,0.01999998,26.0
19,hand,OV,0.15,0.2,44.0
19,hand,OT,0.27,0.07999998,32.0
19,hand,OT,0.24,0.11,36.0
19,hand,OT,0.21,0.14,38.0
19,hand,OT,0.33,0.01999998,26.0
19,hand,OT,0.3,0.04999998,29.0
19,hand,OT,0.3,0.04999998,27.0
19,hand,OT,0.15,0.2,40.0
19,hand,OT,0.18,0.17,37.0
19,hand,OT,0.12,0.23,42.0
19,hand,OT,0.24,0.11,32.0
19,hand,SP,0.24,0.11,45.0
19,hand,SP,0.33,0.01999998,33.0
19,hand,SP,0.12,0.23,50.0
19,hand,SP,0.15,0.2,43.0
19,hand,SP,0.21,0.14,38.0
19,hand,SP,0.15,0.2,35.0
19,hand,SP,0.18,0.17,37.0
19,hand,SP,0.21,0.14,35.0
19,hand,SP,0.3,0.04999998,27.0
19,hand,SP,0.24,0.11,31.0
19,hand,DP,0.3,0.04999998,31.0
19,hand,DP,0.12,0.23,46.0
19,hand,DP,0.21,0.14,38.0
19,hand,DP,0.15,0.2,43.0
19,hand,DP,0.24,0.11,35.0
19,hand,DP,0.18,0.17,36.0
19,hand,DP,0.24,0.11,32.0
19,hand,DP,0.33,0.01999998,23.0
19,hand,DP,0.27,0.07999998,29.0
19,hand,DP,0.12,0.23,44.0
20,cube,OV,0.3,0.04999998,26.0
20,cube,OV,0.21,0.14,35.0
20,cube,OV,0.24,0.11,34.0
20,cube,OV,0.18,0.17,40.0
20,cube,OV,0.33,0.01999998,25.0
20,cube,OV,0.21,0.14,34.0
20,cube,OV,0.12,0.23,42.0
20,cube,OV,0.27,0.07999998,29.0
20,cube,OV,0.15,0.2,40.0
20,cube,OV,0.3,0.04999998,25.0
20,cube,OT,0.15,0.2,48.0
20,cube,OT,0.27,0.07999998,32.0
20,cube,OT,0.12,0.23,45.0
20,cube,OT,0.24,0.11,33.0
20,cube,OT,0.3,0.04999998,28.0
20,cube,OT,0.21,0.14,34.0
20,cube,OT,0.18,0.17,37.0
20,cube,OT,0.15,0.2,38.0
20,cube,OT,0.24,0.11,32.0
20,cube,OT,0.3,0.04999998,25.0
20,cube,SP,0.15,0.2,42.0
20,cube,SP,0.21,0.14,36.0
20,cube,SP,0.24,0.11,33.0
20,cube,SP,0.33,0.01999998,26.0
20,cube,SP,0.27,0.07999998,31.0
20,cube,SP,0.12,0.23,43.0
20,cube,SP,0.15,0.2,40.0
20,cube,SP,0.18,0.17,38.0
20,cube,SP,0.3,0.04999998,26.0
20,cube,SP,0.33,0.01999998,24.0
20,cube,DP,0.3,0.04999998,25.0
20,cube,DP,0.24,0.11,32.0
20,cube,DP,0.27,0.07999998,30.0
20,cube,DP,0.21,0.14,36.0
20,cube,DP,0.33,0.01999998,26.0
20,cube,DP,0.12,0.23,40.0
20,cube,DP,0.3,0.04999998,25.0
20,cube,DP,0.24,0.11,32.0
20,cube,DP,0.27,0.07999998,29.0
20,cube,DP,0.21,0.14,37.0
20,hand,OV,0.18,0.17,40.0
20,hand,OV,0.12,0.23,44.0
20,hand,OV,0.33,0.01999998,23.0
20,hand,OV,0.3,0.04999998,25.0
20,hand,OV,0.27,0.07999998,30.0
20,hand,OV,0.3,0.04999998,28.0
20,hand,OV,0.27,0.07999998,30.0
20,hand,OV,0.12,0.23,43.0
20,hand,OV,0.21,0.14,35.0
20,hand,OV,0.33,0.01999998,25.0
20,hand,OT,0.27,0.07999998,26.0
20,hand,OT,0.33,0.01999998,19.0
20,hand,OT,0.18,0.17,32.0
20,hand,OT,0.24,0.11,27.0
20,hand,OT,0.21,0.14,32.0
20,hand,OT,0.33,0.01999998,21.0
20,hand,OT,0.3,0.04999998,23.0
20,hand,OT,0.15,0.2,38.0
20,hand,OT,0.24,0.11,31.0
20,hand,OT,0.12,0.23,44.0
20,hand,SP,0.15,0.2,40.0
20,hand,SP,0.3,0.04999998,28.0
20,hand,SP,0.18,0.17,38.0
20,hand,SP,0.24,0.11,34.0
20,hand,SP,0.33,0.01999998,25.0
20,hand,SP,0.27,0.07999998,26.0
20,hand,SP,0.18,0.17,35.0
20,hand,SP,0.24,0.11,30.0
20,hand,SP,0.33,0.01999998,20.0
20,hand,SP,0.3,0.04999998,24.0
20,hand,DP,0.33,0.01999998,21.0
20,hand,DP,0.15,0.2,37.0
20,hand,DP,0.12,0.23,43.0
20,hand,DP,0.18,0.17,37.0
20,hand,DP,0.27,0.07999998,28.0
20,hand,DP,0.21,0.14,32.0
20,hand,DP,0.33,0.01999998,21.0
20,hand,DP,0.18,0.17,34.0
20,hand,DP,0.27,0.07999998,27.0
20,hand,DP,0.3,0.04999998,23.0
21,cube,OV,0.21,0.14,31.0
21,cube,OV,0.27,0.07999998,27.0
21,cube,OV,0.33,0.01999998,20.0
21,cube,OV,0.15,0.2,39.0
21,cube,OV,0.24,0.11,29.0
21,cube,OV,0.18,0.17,33.0
21,cube,OV,0.21,0.14,31.0
21,cube,OV,0.33,0.01999998,19.0
21,cube,OV,0.24,0.11,29.0
21,cube,OV,0.3,0.04999998,20.0
21,cube,OT,0.18,0.17,31.0
21,cube,OT,0.27,0.07999998,23.0
21,cube,OT,0.21,0.14,29.0
21,cube,OT,0.15,0.2,34.0
21,cube,OT,0.12,0.23,38.0
21,cube,OT,0.3,0.04999998,20.0
21,cube,OT,0.21,0.14,28.0
21,cube,OT,0.12,0.23,38.0
21,cube,OT,0.24,0.11,24.0
21,cube,OT,0.27,0.07999998,21.0
21,cube,SP,0.3,0.04999998,21.0
21,cube,SP,0.18,0.17,33.0
21,cube,SP,0.24,0.11,27.0
21,cube,SP,0.12,0.23,39.0
21,cube,SP,0.27,0.07999998,24.0
21,cube,SP,0.33,0.01999998,17.0
21,cube,SP,0.3,0.04999998,20.0
21,cube,SP,0.18,0.17,32.0
21,cube,SP,0.27,0.07999998,23.0
21,cube,SP,0.24,0.11,26.0
21,cube,DP,0.24,0.11,24.0
21,cube,DP,0.15,0.2,34.0
21,cube,DP,0.18,0.17,31.0
21,cube,DP,0.12,0.23,37.0
21,cube,DP,0.33,0.01999998,15.0
21,cube,DP,0.21,0.14,26.0
21,cube,DP,0.27,0.07999998,21.0
21,cube,DP,0.12,0.23,36.0
21,cube,DP,0.15,0.2,33.0
21,cube,DP,0.18,0.17,30.0
21,hand,OV,0.33,0.01999998,15.0
21,hand,OV,0.27,0.07999998,22.0
21,hand,OV,0.12,0.23,37.0
21,hand,OV,0.24,0.11,22.0
21,hand,OV,0.3,0.04999998,17.0
21,hand,OV,0.33,0.01999998,14.0
21,hand,OV,0.12,0.23,35.0
21,hand,OV,0.21,0.14,25.0
21,hand,OV,0.3,0.04999998,17.0
21,hand,OV,0.15,0.2,32.0
21,hand,OT,0.3,0.04999998,17.0
21,hand,OT,0.18,0.17,31.0
21,hand,OT,0.21,0.14,27.0
21,hand,OT,0.27,0.07999998,21.0
21,hand,OT,0.12,0.23,36.0
21,hand,OT,0.33,0.01999998,13.0
21,hand,OT,0.15,0.2,32.0
21,hand,OT,0.24,0.11,22.0
21,hand,OT,0.27,0.07999998,20.0
21,hand,OT,0.21,0.14,26.0
21,hand,SP,0.21,0.14,29.0
21,hand,SP,0.24,0.11,25.0
21,hand,SP,0.12,0.23,37.0
21,hand,SP,0.3,0.04999998,19.0
21,hand,SP,0.33,0.01999998,16.0
21,hand,SP,0.3,0.04999998,16.0
21,hand,SP,0.24,0.11,23.0
21,hand,SP,0.18,0.17,30.0
21,hand,SP,0.33,0.01999998,15.0
21,hand,SP,0.15,0.2,33.0
21,hand,DP,0.15,0.2,34.0
21,hand,DP,0.33,0.01999998,15.0
21,hand,DP,0.18,0.17,30.0
21,hand,DP,0.3,0.04999998,18.0
21,hand,DP,0.12,0.23,36.0
21,hand,DP,0.27,0.07999998,21.0
21,hand,DP,0.12,0.23,37.0
21,hand,DP,0.21,0.14,27.0
21,hand,DP,0.33,0.01999998,15.0
21,hand,DP,0.15,0.2,32.0
22,cube,OV,0.18,0.17,31.0
22,cube,OV,0.27,0.07999998,20.0
22,cube,OV,0.21,0.14,25.0
22,cube,OV,0.12,0.23,35.0
22,cube,OV,0.15,0.2,29.0
22,cube,OV,0.27,0.07999998,19.0
22,cube,OV,0.12,0.23,33.0
22,cube,OV,0.15,0.2,30.0
22,cube,OV,0.33,0.01999998,11.0
22,cube,OV,0.3,0.04999998,15.0
22,cube,OT,0.33,0.01999998,16.0
22,cube,OT,0.27,0.07999998,19.0
22,cube,OT,0.21,0.14,26.0
22,cube,OT,0.18,0.17,29.0
22,cube,OT,0.24,0.11,22.0
22,cube,OT,0.27,0.07999998,20.0
22,cube,OT,0.24,0.11,20.0
22,cube,OT,0.3,0.04999998,14.0
22,cube,OT,0.15,0.2,30.0
22,cube,OT,0.18,0.17,25.0
22,cube,SP,0.24,0.11,26.0
22,cube,SP,0.15,0.2,33.0
22,cube,SP,0.18,0.17,28.0
22,cube,SP,0.12,0.23,35.0
22,cube,SP,0.21,0.14,24.0
22,cube,SP,0.33,0.01999998,15.0
22,cube,SP,0.21,0.14,23.0
22,cube,SP,0.18,0.17,27.0
22,cube,SP,0.27,0.07999998,18.0
22,cube,SP,0.24,0.11,20.0
22,cube,DP,0.21,0.14,27.0
22,cube,DP,0.15,0.2,33.0
22,cube,DP,0.12,0.23,34.0
22,cube,DP,0.33,0.01999998,14.0
22,cube,DP,0.18,0.17,29.0
22,cube,DP,0.24,0.11,26.0
22,cube,DP,0.21,0.14,29.0
22,cube,DP,0.33,0.01999998,14.0
22,cube,DP,0.12,0.23,36.0
22,cube,DP,0.27,0.07999998,18.0
22,hand,OV,0.27,0.07999998,26.0
22,hand,OV,0.18,0.17,33.0
22,hand,OV,0.15,0.2,34.0
22,hand,OV,0.12,0.23,36.0
22,hand,OV,0.24,0.11,24.0
22,hand,OV,0.27,0.07999998,22.0
22,hand,OV,0.12,0.23,36.0
22,hand,OV,0.3,0.04999998,17.0
22,hand,OV,0.24,0.11,23.0
22,hand,OV,0.15,0.2,33.0
22,hand,OT,0.33,0.01999998,20.0
22,hand,OT,0.27,0.07999998,26.0
22,hand,OT,0.15,0.2,36.0
22,hand,OT,0.18,0.17,35.0
22,hand,OT,0.24,0.11,29.0
22,hand,OT,0.15,0.2,36.0
22,hand,OT,0.18,0.17,33.0
22,hand,OT,0.33,0.01999998,18.0
22,hand,OT,0.21,0.14,31.0
22,hand,OT,0.3,0.04999998,21.0
22,hand,SP,0.12,0.23,39.0
22,hand,SP,0.21,0.14,33.0
22,hand,SP,0.15,0.2,39.0
22,hand,SP,0.3,0.04999998,24.0
22,hand,SP,0.18,0.17,36.0
22,hand,SP,0.27,0.07999998,26.0
22,hand,SP,0.15,0.2,39.0
22,hand,SP,0.12,0.23,40.0
22,hand,SP,0.21,0.14,31.0
22,hand,SP,0.33,0.01999998,20.0
22,hand,DP,0.3,0.04999998,23.0
22,hand,DP,0.12,0.23,40.0
22,hand,DP,0.27,0.07999998,24.0
22,hand,DP,0.18,0.17,34.0
22,hand,DP,0.33,0.01999998,18.0
22,hand,DP,0.18,0.17,30.0
22,hand,DP,0.27,0.07999998,21.0
22,hand,DP,0.12,0.23,39.0
22,hand,DP,0.21,0.14,29.0
22,hand,DP,0.3,0.04999998,18.0
23,cube,OV,0.27,0.07999998,28.0
23,cube,OV,0.33,0.01999998,24.0
23,cube,OV,0.12,0.23,42.0
23,cube,OV,0.18,0.17,38.0
23,cube,OV,0.3,0.04999998,28.0
23,cube,OV,0.27,0.07999998,31.0
23,cube,OV,0.18,0.17,37.0
23,cube,OV,0.3,0.04999998,26.0
23,cube,OV,0.24,0.11,34.0
23,cube,OV,0.33,0.01999998,25.0
23,cube,OT,0.24,0.11,32.0
23,cube,OT,0.27,0.07999998,28.0
23,cube,OT,0.18,0.17,37.0
23,cube,OT,0.3,0.04999998,26.0
23,cube,OT,0.33,0.01999998,24.0
23,cube,OT,0.21,0.14,37.0
23,cube,OT,0.3,0.04999998,29.0
23,cube,OT,0.24,0.11,33.0
23,cube,OT,0.33,0.01999998,27.0
23,cube,OT,0.12,0.23,44.0
23,cube,SP,0.21,0.14,36.0
23,cube,SP,0.24,0.11,33.0
23,cube,SP,0.33,0.01999998,26.0
23,cube,SP,0.12,0.23,48.0
23,cube,SP,0.15,0.2,43.0
23,cube,SP,0.15,0.2,40.0
23,cube,SP,0.3,0.04999998,26.0
23,cube,SP,0.27,0.07999998,29.0
23,cube,SP,0.18,0.17,37.0
23,cube,SP,0.21,0.14,36.0
23,cube,DP,0.15,0.2,44.0
23,cube,DP,0.21,0.14,37.0
23,cube,DP,0.3,0.04999998,27.0
23,cube,DP,0.33,0.01999998,25.0
23,cube,DP,0.18,0.17,39.0
23,cube,DP,0.33,0.01999998,24.0
23,cube,DP,0.18,0.17,37.0
23,cube,DP,0.3,0.04999998,27.0
23,cube,DP,0.27,0.07999998,32.0
23,cube,DP,0.12,0.23,42.0
23,hand,OV,0.12,0.23,40.0
23,hand,OV,0.33,0.01999998,20.0
23,hand,OV,0.24,0.11,28.0
23,hand,OV,0.18,0.17,33.0
23,hand,OV,0.27,0.07999998,27.0
23,hand,OV,0.21,0.14,31.0
23,hand,OV,0.15,0.2,36.0
23,hand,OV,0.24,0.11,29.0
23,hand,OV,0.3,0.04999998,22.0
23,hand,OV,0.12,0.23,37.0
23,hand,OT,0.12,0.23,42.0
23,hand,OT,0.18,0.17,36.0
23,hand,OT,0.27,0.07999998,29.0
23,hand,OT,0.3,0.04999998,25.0
23,hand,OT,0.24,0.11,29.0
23,hand,OT,0.3,0.04999998,24.0
23,hand,OT,0.15,0.2,37.0
23,hand,OT,0.24,0.11,30.0
23,hand,OT,0.33,0.01999998,25.0
23,hand,OT,0.18,0.17,34.0
23,hand,SP,0.15,0.2,41.0
23,hand,SP,0.3,0.04999998,25.0
23,hand,SP,0.27,0.07999998,27.0
23,hand,SP,0.24,0.11,31.0
23,hand,SP,0.33,0.01999998,23.0
23,hand,SP,0.24,0.11,27.0
23,hand,SP,0.27,0.07999998,23.0
23,hand,SP,0.12,0.23,36.0
23,hand,SP,0.33,0.01999998,18.0
23,hand,SP,0.3,0.04999998,21.0
23,hand,DP,0.12,0.23,42.0
23,hand,DP,0.33,0.01999998,22.0
23,hand,DP,0.18,0.17,33.0
23,hand,DP,0.27,0.07999998,22.0
23,hand,DP,0.15,0.2,33.0
23,hand,DP,0.3,0.04999998,22.0
23,hand,DP,0.27,0.07999998,26.0
23,hand,DP,0.12,0.23,39.0
23,hand,DP,0.24,0.11,29.0
23,hand,DP,0.33,0.01999998,21.0
24,cube,OV,0.3,0.04999998,27.0
24,cube,OV,0.33,0.01999998,19.0
24,cube,OV,0.27,0.07999998,25.0
24,cube,OV,0.18,0.17,36.0
24,cube,OV,0.12,0.23,42.0
24,cube,OV,0.21,0.14,30.0
24,cube,OV,0.27,0.07999998,22.0
24,cube,OV,0.3,0.04999998,19.0
24,cube,OV,0.12,0.23,37.0
24,cube,OV,0.24,0.11,24.0
24,cube,OT,0.3,0.04999998,21.0
24,cube,OT,0.33,0.01999998,16.0
24,cube,OT,0.27,0.07999998,23.0
24,cube,OT,0.15,0.2,33.0
24,cube,OT,0.21,0.14,27.0
24,cube,OT,0.18,0.17,33.0
24,cube,OT,0.12,0.23,38.0
24,cube,OT,0.33,0.01999998,12.0
24,cube,OT,0.24,0.11,23.0
24,cube,OT,0.27,0.07999998,20.0
24,cube,SP,0.33,0.01999998,19.0
24,cube,SP,0.3,0.04999998,22.0
24,cube,SP,0.24,0.11,27.0
24,cube,SP,0.15,0.2,35.0
24,cube,SP,0.21,0.14,25.0
24,cube,SP,0.24,0.11,28.0
24,cube,SP,0.15,0.2,34.0
24,cube,SP,0.12,0.23,36.0
24,cube,SP,0.3,0.04999998,19.0
24,cube,SP,0.33,0.01999998,16.0
24,cube,DP,0.18,0.17,35.0
24,cube,DP,0.15,0.2,36.0
24,cube,DP,0.3,0.04999998,21.0
24,cube,DP,0.27,0.07999998,25.0
24,cube,DP,0.12,0.23,40.0
24,cube,DP,0.21,0.14,33.0
24,cube,DP,0.15,0.2,32.0
24,cube,DP,0.18,0.17,30.0
24,cube,DP,0.24,0.11,24.0
24,cube,DP,0.33,0.01999998,17.0
24,hand,OV,0.21,0.14,27.0
24,hand,OV,0.24,0.11,20.0
24,hand,OV,0.27,0.07999998,17.0
24,hand,OV,0.33,0.01999998,11.0
24,hand,OV,0.15,0.2,29.0
24,hand,OV,0.24,0.11,18.0
24,hand,OV,0.12,0.23,30.0
24,hand,OV,0.33,0.01999998,8.0
24,hand,OV,0.27,0.07999998,16.0
24,hand,OV,0.18,0.17,25.0
24,hand,OT,0.27,0.07999998,21.0
24,hand,OT,0.12,0.23,35.0
24,hand,OT,0.24,0.11,22.0
24,hand,OT,0.21,0.14,25.0
24,hand,OT,0.33,0.01999998,14.0
24,hand,OT,0.27,0.07999998,16.0
24,hand,OT,0.18,0.17,26.0
24,hand,OT,0.15,0.2,28.0
24,hand,OT,0.3,0.04999998,14.0
24,hand,OT,0.33,0.01999998,11.0
24,hand,SP,0.27,0.07999998,29.0
24,hand,SP,0.15,0.2,37.0
24,hand,SP,0.33,0.01999998,19.0
24,hand,SP,0.24,0.11,28.0
24,hand,SP,0.12,0.23,40.0
24,hand,SP,0.21,0.14,23.0
24,hand,SP,0.33,0.01999998,11.0
24,hand,SP,0.15,0.2,30.0
24,hand,SP,0.12,0.23,35.0
24,hand,SP,0.24,0.11,21.0
24,hand,DP,0.21,0.14,28.0
24,hand,DP,0.27,0.07999998,19.0
24,hand,DP,0.12,0.23,33.0
24,hand,DP,0.33,0.01999998,10.0
24,hand,DP,0.15,0.2,29.0
24,hand,DP,0.21,0.14,21.0
24,hand,DP,0.33,0.01999998,9.0
24,hand,DP,0.12,0.23,30.0
24,hand,DP,0.18,0.17,24.0
24,hand,DP,0.27,0.07999998,12.0
25,cube,OV,0.21,0.14,33.0
25,cube,OV,0.15,0.2,40.0
25,cube,OV,0.18,0.17,39.0
25,cube,OV,0.12,0.23,43.0
25,cube,OV,0.3,0.04999998,25.0
25,cube,OV,0.3,0.04999998,23.0
25,cube,OV,0.15,0.2,40.0
25,cube,OV,0.33,0.01999998,22.0
25,cube,OV,0.27,0.07999998,28.0
25,cube,OV,0.24,0.11,30.0
25,cube,OT,0.12,0.23,46.0
25,cube,OT,0.21,0.14,36.0
25,cube,OT,0.27,0.07999998,30.0
25,cube,OT,0.24,0.11,32.0
25,cube,OT,0.3,0.04999998,27.0
25,cube,OT,0.33,0.01999998,20.0
25,cube,OT,0.12,0.23,43.0
25,cube,OT,0.24,0.11,31.0
25,cube,OT,0.3,0.04999998,24.0
25,cube,OT,0.18,0.17,36.0
25,cube,SP,0.33,0.01999998,23.0
25,cube,SP,0.24,0.11,34.0
25,cube,SP,0.12,0.23,45.0
25,cube,SP,0.15,0.2,43.0
25,cube,SP,0.21,0.14,38.0
25,cube,SP,0.18,0.17,39.0
25,cube,SP,0.12,0.23,45.0
25,cube,SP,0.15,0.2,43.0
25,cube,SP,0.21,0.14,37.0
25,cube,SP,0.27,0.07999998,31.0
25,cube,DP,0.3,0.04999998,28.0
25,cube,DP,0.33,0.01999998,25.0
25,cube,DP,0.24,0.11,33.0
25,cube,DP,0.18,0.17,40.0
25,cube,DP,0.21,0.14,37.0
25,cube,DP,0.18,0.17,38.0
25,cube,DP,0.15,0.2,42.0
25,cube,DP,0.12,0.23,45.0
25,cube,DP,0.24,0.11,33.0
25,cube,DP,0.33,0.01999998,23.0
25,hand,OV,0.27,0.07999998,28.0
25,hand,OV,0.21,0.14,33.0
25,hand,OV,0.3,0.04999998,26.0
25,hand,OV,0.12,0.23,42.0
25,hand,OV,0.33,0.01999998,20.0
25,hand,OV,0.12,0.23,40.0
25,hand,OV,0.3,0.04999998,23.0
25,hand,OV,0.27,0.07999998,25.0
25,hand,OV,0.15,0.2,38.0
25,hand,OV,0.18,0.17,34.0
25,hand,OT,0.12,0.23,45.0
25,hand,OT,0.27,0.07999998,30.0
25,hand,OT,0.21,0.14,34.0
25,hand,OT,0.15,0.2,41.0
25,hand,OT,0.33,0.01999998,24.0
25,hand,OT,0.3,0.04999998,24.0
25,hand,OT,0.15,0.2,41.0
25,hand,OT,0.27,0.07999998,29.0
25,hand,OT,0.33,0.01999998,23.0
25,hand,OT,0.18,0.17,37.0
25,hand,SP,0.18,0.17,37.0
25,hand,SP,0.12,0.23,45.0
25,hand,SP,0.27,0.07999998,27.0
25,hand,SP,0.15,0.2,39.0
25,hand,SP,0.21,0.14,33.0
25,hand,SP,0.15,0.2,37.0
25,hand,SP,0.33,0.01999998,21.0
25,hand,SP,0.3,0.04999998,24.0
25,hand,SP,0.27,0.07999998,27.0
25,hand,SP,0.18,0.17,35.0
25,hand,DP,0.27,0.07999998,27.0
25,hand,DP,0.15,0.2,38.0
25,hand,DP,0.12,0.23,40.0
25,hand,DP,0.21,0.14,31.0
25,hand,DP,0.18,0.17,35.0
25,hand,DP,0.15,0.2,38.0
25,hand,DP,0.27,0.07999998,25.0
25,hand,DP,0.21,0.14,31.0
25,hand,DP,0.24,0.11,27.0
25,hand,DP,0.3,0.04999998,23.0
26,cube,OV,0.3,0.04999998,18.0
26,cube,OV,0.27,0.07999998,20.0
26,cube,OV,0.12,0.23,34.0
26,cube,OV,0.18,0.17,28.0
26,cube,OV,0.21,0.14,24.0
26,cube,OV,0.21,0.14,23.0
26,cube,OV,0.12,0.23,30.0
26,cube,OV,0.24,0.11,17.0
26,cube,OV,0.33,0.01999998,8.0
26,cube,OV,0.18,0.17,23.0
26,cube,OT,0.3,0.04999998,13.0
26,cube,OT,0.18,0.17,23.0
