participant,condition,stimulation_type,ruler_position,distance,answer
42,hand,DP,0.3,0.04999998,20.0
42,hand,DP,0.24,0.11,25.0
42,hand,DP,0.21,0.14,30.0
42,hand,DP,0.33,0.01999998,18.0
43,cube,OV,0.33,0.01999998,13.0
43,cube,OV,0.27,0.07999998,21.0
43,cube,OV,0.3,0.04999998,18.0
43,cube,OV,0.18,0.17,31.0
43,cube,OV,0.21,0.14,26.0
43,cube,OV,0.18,0.17,30.0
43,cube,OV,0.15,0.2,33.0
43,cube,OV,0.27,0.07999998,21.0
43,cube,OV,0.33,0.01999998,15.0
43,cube,OV,0.12,0.23,35.0
43,cube,OT,0.33,0.01999998,18.0
43,cube,OT,0.3,0.04999998,23.0
43,cube,OT,0.27,0.07999998,24.0
43,cube,OT,0.18,0.17,31.0
43,cube,OT,0.12,0.23,36.0
43,cube,OT,0.12,0.23,38.0
43,cube,OT,0.33,0.01999998,18.0
43,cube,OT,0.3,0.04999998,21.0
43,cube,OT,0.18,0.17,32.0
43,cube,OT,0.21,0.14,28.0
43,cube,SP,0.27,0.07999998,23.0
43,cube,SP,0.33,0.01999998,18.0
43,cube,SP,0.18,0.17,32.0
43,cube,SP,0.15,0.2,33.0
43,cube,SP,0.3,0.04999998,18.0
43,cube,SP,0.3,0.04999998,18.0
43,cube,SP,0.24,0.11,22.0
43,cube,SP,0.12,0.23,33.0
43,cube,SP,0.18,0.17,30.0
43,cube,SP,0.21,0.14,26.0
43,cube,DP,0.21,0.14,31.0
43,cube,DP,0.27,0.07999998,26.0
43,cube,DP,0.3,0.04999998,22.0
43,cube,DP,0.24,0.11,25.0
43,cube,DP,0.18,0.17,31.0
43,cube,DP,0.12,0.23,38.0
43,cube,DP,0.24,0.11,26.0
43,cube,DP,0.21,0.14,29.0
43,cube,DP,0.18,0.17,31.0
43,cube,DP,0.27,0.07999998,23.0
43,hand,OV,0.15,0.2,34.0
43,hand,OV,0.24,0.11,26.0
43,hand,OV,0.27,0.07999998,22.0
43,hand,OV,0.33,0.01999998,16.0
43,hand,OV,0.12,0.23,37.0
43,hand,OV,0.12,0.23,31.0
43,hand,OV,0.33,0.01999998,10.0
43,hand,OV,0.15,0.2,28.0
43,hand,OV,0.3,0.04999998,14.0
43,hand,OV,0.18,0.17,27.0
43,hand,OT,0.12,0.23,36.0
43,hand,OT,0.3,0.04999998,18.0
43,hand,OT,0.18,0.17,32.0
43,hand,OT,0.33,0.01999998,16.0
43,hand,OT,0.24,0.11,25.0
43,hand,OT,0.12,0.23,30.0
43,hand,OT,0.24,0.11,20.0
43,hand,OT,0.27,0.07999998,17.0
43,hand,OT,0.33,0.01999998,12.0
43,hand,OT,0.3,0.04999998,15.0
43,hand,SP,0.18,0.17,27.0
43,hand,SP,0.3,0.04999998,16.0
43,hand,SP,0.12,0.23,33.0
43,hand,SP,0.33,0.01999998,12.0
43,hand,SP,0.24,0.11,22.0
43,hand,SP,0.24,0.11,16.0
43,hand,SP,0.27,0.07999998,15.0
43,hand,SP,0.18,0.17,23.0
43,hand,SP,0.12,0.23,32.0
43,hand,SP,0.33,0.01999998,13.0
43,hand,DP,0.27,0.07999998,17.0
43,hand,DP,0.21,0.14,23.0
43,hand,DP,0.24,0.11,20.0
43,hand,DP,0.3,0.04999998,18.0
43,hand,DP,0.18,0.17,26.0
43,hand,DP,0.27,0.07999998,13.0
43,hand,DP,0.3,0.04999998,10.0
43,hand,DP,0.24,0.11,17.0
43,hand,DP,0.15,0.2,26.0
43,hand,DP,0.33,0.01999998,9.0
44,cube,OV,0.12,0.23,37.0
44,cube,OV,0.3,0.04999998,19.0
44,cube,OV,0.21,0.14,26.0
44,cube,OV,0.24,0.11,25.0
44,cube,OV,0.15,0.2,32.0
44,cube,OV,0.24,0.11,20.0
44,cube,OV,0.21,0.14,23.0
44,cube,OV,0.15,0.2,27.0
44,cube,OV,0.27,0.07999998,19.0
44,cube,OV,0.12,0.23,31.0
44,cube,OT,0.21,0.14,22.0
44,cube,OT,0.24,0.11,21.0
44,cube,OT,0.27,0.07999998,20.0
44,cube,OT,0.15,0.2,31.0
44,cube,OT,0.12,0.23,33.0
44,cube,OT,0.33,0.01999998,12.0
44,cube,OT,0.18,0.17,21.0
44,cube,OT,0.27,0.07999998,19.0
44,cube,OT,0.15,0.2,30.0
44,cube,OT,0.3,0.04999998,18.0
44,cube,SP,0.33,0.01999998,14.0
44,cube,SP,0.12,0.23,34.0
44,cube,SP,0.18,0.17,26.0
44,cube,SP,0.24,0.11,23.0
44,cube,SP,0.3,0.04999998,16.0
44,cube,SP,0.18,0.17,24.0
44,cube,SP,0.21,0.14,21.0
44,cube,SP,0.12,0.23,30.0
44,cube,SP,0.15,0.2,29.0
44,cube,SP,0.24,0.11,21.0
44,cube,DP,0.15,0.2,28.0
44,cube,DP,0.3,0.04999998,16.0
44,cube,DP,0.21,0.14,23.0
44,cube,DP,0.18,0.17,25.0
44,cube,DP,0.27,0.07999998,15.0
44,cube,DP,0.24,0.11,18.0
44,cube,DP,0.33,0.01999998,11.0
44,cube,DP,0.12,0.23,29.0
44,cube,DP,0.15,0.2,27.0
44,cube,DP,0.27,0.07999998,16.0
44,hand,OV,0.27,0.07999998,24.0
44,hand,OV,0.3,0.04999998,21.0
44,hand,OV,0.18,0.17,30.0
44,hand,OV,0.15,0.2,32.0
44,hand,OV,0.33,0.01999998,15.0
44,hand,OV,0.27,0.07999998,14.0
44,hand,OV,0.33,0.01999998,10.0
44,hand,OV,0.18,0.17,22.0
44,hand,OV,0.21,0.14,20.0
44,hand,OV,0.24,0.11,18.0
44,hand,OT,0.21,0.14,22.0
44,hand,OT,0.24,0.11,19.0
44,hand,OT,0.18,0.17,25.0
44,hand,OT,0.33,0.01999998,12.0
44,hand,OT,0.3,0.04999998,15.0
44,hand,OT,0.24,0.11,18.0
44,hand,OT,0.12,0.23,29.0
44,hand,OT,0.15,0.2,26.0
44,hand,OT,0.21,0.14,22.0
44,hand,OT,0.18,0.17,24.0
44,hand,SP,0.15,0.2,27.0
44,hand,SP,0.27,0.07999998,17.0
44,hand,SP,0.3,0.04999998,14.0
44,hand,SP,0.33,0.01999998,11.0
44,hand,SP,0.12,0.23,32.0
44,hand,SP,0.3,0.04999998,14.0
44,hand,SP,0.21,0.14,27.0
44,hand,SP,0.18,0.17,24.0
44,hand,SP,0.12,0.23,30.0
44,hand,SP,0.24,0.11,20.0
44,hand,DP,0.18,0.17,26.0
44,hand,DP,0.24,0.11,23.0
44,hand,DP,0.27,0.07999998,20.0
44,hand,DP,0.12,0.23,30.0
44,hand,DP,0.33,0.01999998,12.0
44,hand,DP,0.12,0.23,27.0
44,hand,DP,0.33,0.01999998,7.0
44,hand,DP,0.15,0.2,25.0
44,hand,DP,0.18,0.17,23.0
44,hand,DP,0.21,0.14,21.0
45,cube,OV,0.24,0.11,35.0
45,cube,OV,0.33,0.01999998,27.0
45,cube,OV,0.21,0.14,38.0
45,cube,OV,0.3,0.04999998,30.0
45,cube,OV,0.12,0.23,48.0
45,cube,OV,0.3,0.04999998,32.0
45,cube,OV,0.33,0.01999998,28.0
45,cube,OV,0.27,0.07999998,35.0
45,cube,OV,0.15,0.2,45.0
45,cube,OV,0.18,0.17,43.0
45,cube,OT,0.3,0.04999998,28.0
45,cube,OT,0.33,0.01999998,26.0
45,cube,OT,0.21,0.14,38.0
45,cube,OT,0.24,0.11,36.0
45,cube,OT,0.18,0.17,44.0
45,cube,OT,0.18,0.17,48.0
45,cube,OT,0.12,0.23,49.0
45,cube,OT,0.24,0.11,43.0
45,cube,OT,0.3,0.04999998,36.0
45,cube,OT,0.15,0.2,48.0
45,cube,SP,0.27,0.07999998,31.0
45,cube,SP,0.33,0.01999998,26.0
45,cube,SP,0.18,0.17,39.0
45,cube,SP,0.24,0.11,36.0
45,cube,SP,0.12,0.23,47.0
45,cube,SP,0.3,0.04999998,26.0
45,cube,SP,0.12,0.23,47.0
45,cube,SP,0.18,0.17,41.0
45,cube,SP,0.27,0.07999998,35.0
45,cube,SP,0.15,0.2,47.0
45,cube,DP,0.15,0.2,41.0
45,cube,DP,0.33,0.01999998,26.0
45,cube,DP,0.27,0.07999998,32.0
45,cube,DP,0.18,0.17,40.0
45,cube,DP,0.24,0.11,37.0
45,cube,DP,0.33,0.01999998,33.0
45,cube,DP,0.3,0.04999998,37.0
45,cube,DP,0.18,0.17,47.0
45,cube,DP,0.12,0.23,50.0
45,cube,DP,0.24,0.11,41.0
45,hand,OV,0.15,0.2,44.0
45,hand,OV,0.3,0.04999998,33.0
45,hand,OV,0.33,0.01999998,31.0
45,hand,OV,0.27,0.07999998,37.0
45,hand,OV,0.18,0.17,45.0
45,hand,OV,0.18,0.17,33.0
45,hand,OV,0.21,0.14,32.0
45,hand,OV,0.27,0.07999998,29.0
45,hand,OV,0.33,0.01999998,26.0
45,hand,OV,0.15,0.2,45.0
45,hand,OT,0.3,0.04999998,24.0
45,hand,OT,0.24,0.11,32.0
45,hand,OT,0.21,0.14,36.0
45,hand,OT,0.27,0.07999998,30.0
45,hand,OT,0.18,0.17,36.0
45,hand,OT,0.33,0.01999998,23.0
45,hand,OT,0.27,0.07999998,29.0
45,hand,OT,0.21,0.14,36.0
45,hand,OT,0.24,0.11,33.0
45,hand,OT,0.12,0.23,45.0
45,hand,SP,0.12,0.23,42.0
45,hand,SP,0.3,0.04999998,27.0
45,hand,SP,0.24,0.11,33.0
45,hand,SP,0.27,0.07999998,32.0
45,hand,SP,0.21,0.14,37.0
45,hand,SP,0.18,0.17,33.0
45,hand,SP,0.3,0.04999998,26.0
45,hand,SP,0.15,0.2,44.0
45,hand,SP,0.33,0.01999998,26.0
45,hand,SP,0.27,0.07999998,31.0
45,hand,DP,0.24,0.11,31.0
45,hand,DP,0.15,0.2,39.0
45,hand,DP,0.12,0.23,44.0
45,hand,DP,0.18,0.17,40.0
45,hand,DP,0.21,0.14,42.0
45,hand,DP,0.24,0.11,25.0
45,hand,DP,0.21,0.14,36.0
45,hand,DP,0.15,0.2,42.0
45,hand,DP,0.12,0.23,46.0
45,hand,DP,0.33,0.01999998,21.0
46,cube,OV,0.24,0.11,36.0
46,cube,OV,0.21,0.14,39.0
46,cube,OV,0.27,0.07999998,32.0
46,cube,OV,0.15,0.2,44.0
46,cube,OV,0.12,0.23,47.0
46,cube,OV,0.18,0.17,42.0
46,cube,OV,0.33,0.01999998,26.0
46,cube,OV,0.27,0.07999998,32.0
46,cube,OV,0.24,0.11,35.0
46,cube,OV,0.15,0.2,45.0
46,cube,OT,0.3,0.04999998,28.0
46,cube,OT,0.33,0.01999998,26.0
46,cube,OT,0.27,0.07999998,32.0
46,cube,OT,0.15,0.2,45.0
46,cube,OT,0.18,0.17,42.0
46,cube,OT,0.21,0.14,41.0
46,cube,OT,0.18,0.17,44.0
46,cube,OT,0.27,0.07999998,35.0
46,cube,OT,0.15,0.2,47.0
46,cube,OT,0.12,0.23,49.0
46,cube,SP,0.12,0.23,46.0
46,cube,SP,0.15,0.2,43.0
46,cube,SP,0.27,0.07999998,31.0
46,cube,SP,0.3,0.04999998,27.0
46,cube,SP,0.33,0.01999998,24.0
46,cube,SP,0.21,0.14,38.0
46,cube,SP,0.12,0.23,48.0
46,cube,SP,0.33,0.01999998,27.0
46,cube,SP,0.18,0.17,42.0
46,cube,SP,0.24,0.11,36.0
46,cube,DP,0.24,0.11,35.0
46,cube,DP,0.15,0.2,43.0
46,cube,DP,0.27,0.07999998,30.0
46,cube,DP,0.33,0.01999998,24.0
46,cube,DP,0.21,0.14,36.0
46,cube,DP,0.15,0.2,44.0
46,cube,DP,0.12,0.23,47.0
46,cube,DP,0.24,0.11,36.0
46,cube,DP,0.18,0.17,42.0
46,cube,DP,0.3,0.04999998,30.0
46,hand,OV,0.15,0.2,45.0
46,hand,OV,0.33,0.01999998,27.0
46,hand,OV,0.27,0.07999998,33.0
46,hand,OV,0.24,0.11,36.0
46,hand,OV,0.3,0.04999998,30.0
46,hand,OV,0.12,0.23,47.0
46,hand,OV,0.15,0.2,44.0
46,hand,OV,0.18,0.17,41.0
46,hand,OV,0.3,0.04999998,29.0
46,hand,OV,0.27,0.07999998,32.0
46,hand,OT,0.24,0.11,33.0
46,hand,OT,0.3,0.04999998,26.0
46,hand,OT,0.18,0.17,39.0
46,hand,OT,0.15,0.2,42.0
46,hand,OT,0.33,0.01999998,23.0
46,hand,OT,0.12,0.23,45.0
46,hand,OT,0.24,0.11,33.0
46,hand,OT,0.15,0.2,42.0
46,hand,OT,0.18,0.17,39.0
46,hand,OT,0.33,0.01999998,24.0
46,hand,SP,0.24,0.11,32.0
46,hand,SP,0.3,0.04999998,26.0
46,hand,SP,0.15,0.2,41.0
46,hand,SP,0.18,0.17,38.0
46,hand,SP,0.12,0.23,44.0
46,hand,SP,0.33,0.01999998,25.0
46,hand,SP,0.15,0.2,43.0
46,hand,SP,0.18,0.17,40.0
46,hand,SP,0.12,0.23,46.0
46,hand,SP,0.27,0.07999998,31.0
46,hand,DP,0.21,0.14,36.0
46,hand,DP,0.18,0.17,41.0
46,hand,DP,0.33,0.01999998,26.0
46,hand,DP,0.27,0.07999998,32.0
46,hand,DP,0.24,0.11,34.0
46,hand,DP,0.27,0.07999998,33.0
46,hand,DP,0.21,0.14,38.0
46,hand,DP,0.15,0.2,43.0
46,hand,DP,0.18,0.17,39.0
46,hand,DP,0.3,0.04999998,29.0
47,cube,OV,0.3,0.04999998,13.0
47,cube,OV,0.24,0.11,20.0
47,cube,OV,0.21,0.14,23.0
47,cube,OV,0.18,0.17,26.0
47,cube,OV,0.15,0.2,29.0
47,cube,OV,0.24,0.11,20.0
47,cube,OV,0.3,0.04999998,15.0
47,cube,OV,0.21,0.14,24.0
47,cube,OV,0.27,0.07999998,18.0
47,cube,OV,0.33,0.01999998,13.0
47,cube,OT,0.15,0.2,29.0
47,cube,OT,0.27,0.07999998,17.0
47,cube,OT,0.3,0.04999998,15.0
47,cube,OT,0.21,0.14,23.0
47,cube,OT,0.24,0.11,21.0
47,cube,OT,0.27,0.07999998,18.0
47,cube,OT,0.3,0.04999998,16.0
47,cube,OT,0.15,0.2,31.0
47,cube,OT,0.18,0.17,28.0
47,cube,OT,0.12,0.23,33.0
47,cube,SP,0.18,0.17,25.0
47,cube,SP,0.12,0.23,33.0
47,cube,SP,0.24,0.11,22.0
47,cube,SP,0.33,0.01999998,14.0
47,cube,SP,0.21,0.14,25.0
47,cube,SP,0.18,0.17,26.0
47,cube,SP,0.3,0.04999998,15.0
47,cube,SP,0.15,0.2,30.0
47,cube,SP,0.24,0.11,21.0
47,cube,SP,0.33,0.01999998,12.0
47,cube,DP,0.27,0.07999998,16.0
47,cube,DP,0.15,0.2,29.0
47,cube,DP,0.24,0.11,19.0
47,cube,DP,0.18,0.17,25.0
47,cube,DP,0.33,0.01999998,10.0
47,cube,DP,0.21,0.14,22.0
47,cube,DP,0.3,0.04999998,14.0
47,cube,DP,0.33,0.01999998,11.0
47,cube,DP,0.12,0.23,32.0
47,cube,DP,0.24,0.11,20.0
47,hand,OV,0.27,0.07999998,21.0
47,hand,OV,0.33,0.01999998,16.0
47,hand,OV,0.12,0.23,37.0
47,hand,OV,0.21,0.14,27.0
47,hand,OV,0.15,0.2,33.0
47,hand,OV,0.33,0.01999998,15.0
47,hand,OV,0.18,0.17,31.0
47,hand,OV,0.15,0.2,33.0
47,hand,OV,0.3,0.04999998,18.0
47,hand,OV,0.24,0.11,24.0
47,hand,OT,0.24,0.11,23.0
47,hand,OT,0.21,0.14,26.0
47,hand,OT,0.27,0.07999998,21.0
47,hand,OT,0.15,0.2,33.0
47,hand,OT,0.18,0.17,28.0
47,hand,OT,0.24,0.11,21.0
47,hand,OT,0.12,0.23,33.0
47,hand,OT,0.21,0.14,24.0
47,hand,OT,0.3,0.04999998,17.0
47,hand,OT,0.27,0.07999998,21.0
47,hand,SP,0.33,0.01999998,15.0
47,hand,SP,0.21,0.14,26.0
47,hand,SP,0.15,0.2,32.0
47,hand,SP,0.24,0.11,24.0
47,hand,SP,0.27,0.07999998,21.0
47,hand,SP,0.24,0.11,21.0
47,hand,SP,0.27,0.07999998,19.0
47,hand,SP,0.12,0.23,33.0
47,hand,SP,0.33,0.01999998,13.0
47,hand,SP,0.18,0.17,27.0
47,hand,DP,0.12,0.23,33.0
47,hand,DP,0.27,0.07999998,20.0
47,hand,DP,0.33,0.01999998,16.0
47,hand,DP,0.24,0.11,24.0
47,hand,DP,0.21,0.14,26.0
47,hand,DP,0.33,0.01999998,13.0
47,hand,DP,0.3,0.04999998,17.0
47,hand,DP,0.12,0.23,34.0
47,hand,DP,0.15,0.2,32.0
47,hand,DP,0.18,0.17,30.0
48,cube,OV,0.18,0.17,38.0
48,cube,OV,0.3,0.04999998,26.0
48,cube,OV,0.24,0.11,31.0
48,cube,OV,0.12,0.23,42.0
48,cube,OV,0.21,0.14,33.0
48,cube,OV,0.21,0.14,32.0
48,cube,OV,0.15,0.2,38.0
48,cube,OV,0.3,0.04999998,23.0
48,cube,OV,0.27,0.07999998,26.0
48,cube,OV,0.18,0.17,36.0
48,cube,OT,0.21,0.14,34.0
48,cube,OT,0.12,0.23,47.0
48,cube,OT,0.33,0.01999998,25.0
48,cube,OT,0.24,0.11,33.0
48,cube,OT,0.3,0.04999998,26.0
48,cube,OT,0.12,0.23,45.0
48,cube,OT,0.21,0.14,34.0
48,cube,OT,0.24,0.11,31.0
48,cube,OT,0.3,0.04999998,26.0
48,cube,OT,0.15,0.2,41.0
48,cube,SP,0.15,0.2,40.0
48,cube,SP,0.21,0.14,33.0
48,cube,SP,0.24,0.11,30.0
48,cube,SP,0.18,0.17,36.0
48,cube,SP,0.12,0.23,42.0
48,cube,SP,0.18,0.17,36.0
48,cube,SP,0.15,0.2,40.0
48,cube,SP,0.12,0.23,42.0
48,cube,SP,0.33,0.01999998,23.0
48,cube,SP,0.3,0.04999998,25.0
48,cube,DP,0.15,0.2,40.0
48,cube,DP,0.27,0.07999998,27.0
48,cube,DP,0.18,0.17,36.0
48,cube,DP,0.12,0.23,42.0
48,cube,DP,0.3,0.04999998,23.0
48,cube,DP,0.27,0.07999998,27.0
48,cube,DP,0.15,0.2,40.0
48,cube,DP,0.12,0.23,42.0
48,cube,DP,0.33,0.01999998,21.0
48,cube,DP,0.3,0.04999998,24.0
48,hand,OV,0.3,0.04999998,30.0
48,hand,OV,0.24,0.11,38.0
48,hand,OV,0.21,0.14,42.0
48,hand,OV,0.27,0.07999998,35.0
48,hand,OV,0.33,0.01999998,29.0
48,hand,OV,0.15,0.2,48.0
48,hand,OV,0.33,0.01999998,28.0
48,hand,OV,0.18,0.17,42.0
48,hand,OV,0.27,0.07999998,34.0
48,hand,OV,0.3,0.04999998,30.0
48,hand,OT,0.21,0.14,36.0
48,hand,OT,0.15,0.2,43.0
48,hand,OT,0.18,0.17,39.0
48,hand,OT,0.3,0.04999998,29.0
48,hand,OT,0.12,0.23,49.0
48,hand,OT,0.3,0.04999998,30.0
48,hand,OT,0.27,0.07999998,32.0
48,hand,OT,0.12,0.23,48.0
48,hand,OT,0.18,0.17,42.0
48,hand,OT,0.24,0.11,35.0
48,hand,SP,0.24,0.11,35.0
48,hand,SP,0.21,0.14,38.0
48,hand,SP,0.12,0.23,48.0
48,hand,SP,0.3,0.04999998,29.0
48,hand,SP,0.18,0.17,43.0
48,hand,SP,0.24,0.11,35.0
48,hand,SP,0.15,0.2,48.0
48,hand,SP,0.21,0.14,41.0
48,hand,SP,0.18,0.17,34.0
48,hand,SP,0.3,0.04999998,30.0
48,hand,DP,0.18,0.17,40.0
48,hand,DP,0.3,0.04999998,29.0
48,hand,DP,0.21,0.14,38.0
48,hand,DP,0.15,0.2,44.0
48,hand,DP,0.27,0.07999998,33.0
48,hand,DP,0.15,0.2,45.0
48,hand,DP,0.27,0.07999998,33.0
48,hand,DP,0.3,0.04999998,28.0
48,hand,DP,0.12,0.23,47.0
48,hand,DP,0.24,0.11,35.0
49,cube,OV,0.18,0.17,34.0
49,cube,OV,0.24,0.11,30.0
49,cube,OV,0.12,0.23,40.0
49,cube,OV,0.21,0.14,30.0
49,cube,OV,0.15,0.2,36.0
49,cube,OV,0.3,0.04999998,26.0
49,cube,OV,0.33,0.01999998,23.0
49,cube,OV,0.21,0.14,33.0
49,cube,OV,0.15,0.2,37.0
49,cube,OV,0.24,0.11,27.0
49,cube,OT,0.24,0.11,27.0
49,cube,OT,0.33,0.01999998,23.0
49,cube,OT,0.27,0.07999998,29.0
49,cube,OT,0.18,0.17,36.0
49,cube,OT,0.21,0.14,33.0
49,cube,OT,0.27,0.07999998,26.0
49,cube,OT,0.15,0.2,35.0
49,cube,OT,0.21,0.14,31.0
49,cube,OT,0.3,0.04999998,22.0
49,cube,OT,0.18,0.17,34.0
49,cube,SP,0.24,0.11,28.0
49,cube,SP,0.18,0.17,32.0
49,cube,SP,0.12,0.23,38.0
49,cube,SP,0.21,0.14,32.0
49,cube,SP,0.27,0.07999998,26.0
49,cube,SP,0.27,0.07999998,26.0
49,cube,SP,0.33,0.01999998,24.0
49,cube,SP,0.24,0.11,29.0
49,cube,SP,0.18,0.17,33.0
49,cube,SP,0.15,0.2,36.0
49,cube,DP,0.27,0.07999998,29.0
49,cube,DP,0.3,0.04999998,24.0
49,cube,DP,0.33,0.01999998,21.0
49,cube,DP,0.12,0.23,40.0
49,cube,DP,0.21,0.14,31.0
49,cube,DP,0.33,0.01999998,23.0
49,cube,DP,0.27,0.07999998,26.0
49,cube,DP,0.3,0.04999998,23.0
49,cube,DP,0.24,0.11,29.0
49,cube,DP,0.21,0.14,31.0
49,hand,OV,0.18,0.17,34.0
49,hand,OV,0.3,0.04999998,22.0
49,hand,OV,0.12,0.23,37.0
49,hand,OV,0.33,0.01999998,18.0
49,hand,OV,0.27,0.07999998,23.0
49,hand,OV,0.15,0.2,33.0
49,hand,OV,0.24,0.11,26.0
49,hand,OV,0.18,0.17,31.0
49,hand,OV,0.27,0.07999998,23.0
49,hand,OV,0.33,0.01999998,18.0
49,hand,OT,0.12,0.23,36.0
49,hand,OT,0.15,0.2,34.0
49,hand,OT,0.3,0.04999998,21.0
49,hand,OT,0.21,0.14,30.0
49,hand,OT,0.33,0.01999998,19.0
49,hand,OT,0.33,0.01999998,16.0
49,hand,OT,0.27,0.07999998,25.0
49,hand,OT,0.18,0.17,33.0
49,hand,OT,0.15,0.2,36.0
49,hand,OT,0.24,0.11,28.0
49,hand,SP,0.33,0.01999998,20.0
49,hand,SP,0.3,0.04999998,22.0
49,hand,SP,0.12,0.23,36.0
49,hand,SP,0.27,0.07999998,21.0
49,hand,SP,0.24,0.11,27.0
49,hand,SP,0.24,0.11,25.0
49,hand,SP,0.12,0.23,31.0
49,hand,SP,0.15,0.2,27.0
49,hand,SP,0.18,0.17,26.0
49,hand,SP,0.21,0.14,23.0
49,hand,DP,0.12,0.23,38.0
49,hand,DP,0.15,0.2,35.0
49,hand,DP,0.24,0.11,26.0
49,hand,DP,0.27,0.07999998,23.0
49,hand,DP,0.3,0.04999998,22.0
49,hand,DP,0.27,0.07999998,22.0
49,hand,DP,0.33,0.01999998,15.0
49,hand,DP,0.18,0.17,32.0
49,hand,DP,0.12,0.23,36.0
49,hand,DP,0.3,0.04999998,19.0
50,cube,OV,0.24,0.11,37.0
50,cube,OV,0.12,0.23,45.0
50,cube,OV,0.18,0.17,42.0
50,cube,OV,0.15,0.2,44.0
50,cube,OV,0.21,0.14,40.0
50,cube,OV,0.24,0.11,34.0
50,cube,OV,0.3,0.04999998,28.0
50,cube,OV,0.27,0.07999998,31.0
50,cube,OV,0.18,0.17,41.0
50,cube,OV,0.21,0.14,39.0
50,cube,OT,0.24,0.11,35.0
50,cube,OT,0.21,0.14,36.0
50,cube,OT,0.33,0.01999998,24.0
50,cube,OT,0.27,0.07999998,29.0
50,cube,OT,0.15,0.2,39.0
50,cube,OT,0.15,0.2,40.0
50,cube,OT,0.3,0.04999998,25.0
50,cube,OT,0.12,0.23,41.0
50,cube,OT,0.27,0.07999998,26.0
50,cube,OT,0.33,0.01999998,20.0
50,cube,SP,0.33,0.01999998,28.0
50,cube,SP,0.12,0.23,48.0
50,cube,SP,0.15,0.2,46.0
50,cube,SP,0.27,0.07999998,35.0
50,cube,SP,0.21,0.14,39.0
50,cube,SP,0.18,0.17,42.0
50,cube,SP,0.24,0.11,37.0
50,cube,SP,0.3,0.04999998,30.0
50,cube,SP,0.21,0.14,39.0
50,cube,SP,0.15,0.2,47.0
50,cube,DP,0.27,0.07999998,34.0
50,cube,DP,0.12,0.23,46.0
50,cube,DP,0.24,0.11,36.0
50,cube,DP,0.3,0.04999998,30.0
50,cube,DP,0.33,0.01999998,29.0
50,cube,DP,0.15,0.2,45.0
50,cube,DP,0.18,0.17,38.0
50,cube,DP,0.24,0.11,35.0
50,cube,DP,0.21,0.14,35.0
50,cube,DP,0.33,0.01999998,25.0
50,hand,OV,0.15,0.2,38.0
50,hand,OV,0.33,0.01999998,20.0
50,hand,OV,0.12,0.23,38.0
50,hand,OV,0.18,0.17,32.0
50,hand,OV,0.21,0.14,30.0
50,hand,OV,0.12,0.23,37.0
50,hand,OV,0.21,0.14,30.0
50,hand,OV,0.24,0.11,25.0
50,hand,OV,0.15,0.2,36.0
50,hand,OV,0.3,0.04999998,24.0
50,hand,OT,0.21,0.14,35.0
50,hand,OT,0.27,0.07999998,30.0
50,hand,OT,0.18,0.17,38.0
50,hand,OT,0.24,0.11,32.0
50,hand,OT,0.15,0.2,38.0
50,hand,OT,0.27,0.07999998,28.0
50,hand,OT,0.21,0.14,34.0
50,hand,OT,0.33,0.01999998,24.0
50,hand,OT,0.12,0.23,41.0
50,hand,OT,0.3,0.04999998,24.0
50,hand,SP,0.21,0.14,30.0
50,hand,SP,0.18,0.17,32.0
50,hand,SP,0.3,0.04999998,21.0
50,hand,SP,0.12,0.23,39.0
50,hand,SP,0.15,0.2,35.0
50,hand,SP,0.3,0.04999998,25.0
50,hand,SP,0.21,0.14,32.0
50,hand,SP,0.15,0.2,36.0
50,hand,SP,0.33,0.01999998,19.0
50,hand,SP,0.18,0.17,33.0
50,hand,DP,0.24,0.11,29.0
50,hand,DP,0.18,0.17,38.0
50,hand,DP,0.15,0.2,40.0
50,hand,DP,0.27,0.07999998,29.0
50,hand,DP,0.3,0.04999998,26.0
50,hand,DP,0.24,0.11,30.0
50,hand,DP,0.3,0.04999998,25.0
50,hand,DP,0.12,0.23,44.0
50,hand,DP,0.33,0.01999998,22.0
50,hand,DP,0.15,0.2,40.0
